utimesec    51.939918
stimesec    0.294860
ru_maxrss   181878784
ru_ixrss    0
ru_idrss    0
ru_isrss    0
ru_minflt   44142
ru_majflt   412
ru_nswap    0
ru_inblock  2
ru_oublock  9
ru_msgsnd   0
ru_msgrcv   0
ru_nsignals 0
ru_nvcsw    6
ru_nivcsw   5591
