utimesec    2809.043727
stimesec    7.215620
ru_maxrss   357679104
ru_ixrss    0
ru_idrss    0
ru_isrss    0
ru_minflt   206009
ru_majflt   88
ru_nswap    0
ru_inblock  9
ru_oublock  9
ru_msgsnd   0
ru_msgrcv   0
ru_nsignals 0
ru_nvcsw    21
ru_nivcsw   295021
